dataset.id,dataset.name,dataset.license_title,dataset.license_id,resource.id,resource.name,resource.created,resource.revision_timestamp,resource.format,resource.url
f8dfd0ea-b758-442e-8e12-010a54901393,01, (Open),other-open,fff575ee-e24b-4278-bacc-ea111e7fb27a,2013   ,2014-12-14T07:07:02.241191,2014-12-14T07:07:43.541955,CSV,http://demo.ckan.org/ko_KR/dataset/f8dfd0ea-b758-442e-8e12-010a54901393/resource/fff575ee-e24b-4278-bacc-ea111e7fb27a/download/2013.csv
23d4e695-6b3b-4945-9e09-2d33c208868f,03fc564a07f7c3bcce4fd5d01cb4ca24,,,951d0c15-7b98-448f-9ffe-9ed0eb788326,eee,2015-01-09T02:02:06.637410,2015-01-09T02:02:06.577616,jpg,http://demo.ckan.org/dataset/23d4e695-6b3b-4945-9e09-2d33c208868f/resource/951d0c15-7b98-448f-9ffe-9ed0eb788326/download/img25112014110609.png
10bcc2ad-48a0-4fab-b169-691a9a774195,103,License Not Specified,notspecified,b7df1915-1530-41f0-9f8f-35e8aa115358,103,2014-08-29T08:47:35.243277,2014-10-09T07:18:32.299860,CSV,http://demo.ckan.org/dataset/10bcc2ad-48a0-4fab-b169-691a9a774195/resource/b7df1915-1530-41f0-9f8f-35e8aa115358/download/103.csv
e267206f-de16-4c92-87ad-46b31678e0c9,1234567890,Creative Commons Attribution Share-Alike,cc-by-sa,738b288d-eae9-44d0-b492-d98b50686555,sdfxvxccv,2014-06-11T11:51:24.431259,2014-06-11T11:51:24.402597,XML,http://animechan.ru
f62a8915-a3fe-4e21-be8a-4539c28be636,124124235235,License Not Specified,notspecified,59b506fe-076d-44ed-856c-de51e5d7844d,file name,2014-12-08T02:18:03.229035,2014-12-08T02:18:06.003284,,http://demo.ckan.org/dataset/f62a8915-a3fe-4e21-be8a-4539c28be636/resource/59b506fe-076d-44ed-856c-de51e5d7844d/download/mainbg.jpg
c4e8ce0d-7795-4b70-b7b9-225474a77a04,1345145245,License Not Specified,notspecified,ef944d8e-c87d-4143-b9d7-f30317832f4e,23452,2014-12-01T08:21:32.234446,2014-12-01T08:23:24.842624,,http://3452345
b386a3d5-4516-4ab1-868d-bab9c8617908,1-41,Open Data Commons Attribution License,odc-by,43f795e1-59b6-4f1a-8487-74726705dddf,14    ,2014-12-18T04:41:34.108482,2014-12-18T04:41:44.681277,CSV,http://demo.ckan.org/dataset/b386a3d5-4516-4ab1-868d-bab9c8617908/resource/43f795e1-59b6-4f1a-8487-74726705dddf/download/14.csv
b386a3d5-4516-4ab1-868d-bab9c8617908,1-41,Open Data Commons Attribution License,odc-by,f408850d-f9dc-4784-be1e-f9a8e6a83c7b,RDF,2014-12-18T06:03:01.037714,2014-12-18T06:03:00.967285,RDF,http://demo.ckan.org/dataset/b386a3d5-4516-4ab1-868d-bab9c8617908/resource/f408850d-f9dc-4784-be1e-f9a8e6a83c7b/download/141.rdf
d4b9c776-8e1e-44fd-8ed9-b97bc7caa75a,18f7e6c98d0c9c5ef8500ecd3ba90e75,Creative Commons Attribution,cc-by,fec7c369-e09c-4d49-99a6-0f134fadeffe,resource_20141127_164438,2014-11-27T08:52:25.003623,2014-11-27T08:52:39.016484,CSV,http://demo.ckan.org/dataset/d4b9c776-8e1e-44fd-8ed9-b97bc7caa75a/resource/fec7c369-e09c-4d49-99a6-0f134fadeffe/download/123.csv
6f18575a-d1c6-47da-af66-1ad90c7f512e,2013-100,License Not Specified,notspecified,447c05be-bc25-4cbf-a891-db2213e2d37f,2013100,2014-12-18T05:23:03.660525,2014-12-18T05:23:53.121199,CSV,http://demo.ckan.org/en/dataset/6f18575a-d1c6-47da-af66-1ad90c7f512e/resource/447c05be-bc25-4cbf-a891-db2213e2d37f/download/2013100.csv
0180bf63-a166-4c67-abe0-fbfc1ad07835,20140723dataset, ,cc-by,71c57fdf-19fa-4f34-a1b7-b4360c6e2654,,2014-07-23T09:35:32.123496,2014-07-23T09:35:49.412140,TXT,http://demo.ckan.org/ja/dataset/0180bf63-a166-4c67-abe0-fbfc1ad07835/resource/71c57fdf-19fa-4f34-a1b7-b4360c6e2654/download/abb.txt
df289d23-c656-48df-af9c-7934eae41f4d,2014-economic-report-of-the-president-introduction,License Not Specified,notspecified,18fc41d6-0c0e-41ae-a99e-d0df06d44b8d,erp_2014_introduction.pdf,2014-09-12T05:27:55.777660,2014-09-12T05:27:55.730530,PDF,http://www.whitehouse.gov/sites/default/files/docs/erp_2014_introduction.pdf
7485a66e-fe4b-4a4b-a5c6-4f47d1dd2a8b,2015-gis, (Open),other-open,72183839-e1df-4a9e-bd7c-0f28aa88f690,  ,2015-01-06T15:47:48.182848,2015-01-06T15:50:07.799556,CSV,http://demo.ckan.org/ko_KR/dataset/7485a66e-fe4b-4a4b-a5c6-4f47d1dd2a8b/resource/72183839-e1df-4a9e-bd7c-0f28aa88f690/download/wgs1984.csv
ee360ce7-7d3c-4f80-bf6c-7a26ecd3078a,3f84591b9f9dd17f9fe04eeb1d9bcff1,,,a4d4ada4-4719-427b-a28c-1c04d05b2d46,resource_20141127_211034,2014-11-27T13:25:47.921581,2014-11-27T13:26:06.339393,CSV,http://demo.ckan.org/dataset/ee360ce7-7d3c-4f80-bf6c-7a26ecd3078a/resource/a4d4ada4-4719-427b-a28c-1c04d05b2d46/download/123.csv
4460acfa-b48a-4880-b53c-08c0970c2975,484985298289,Creative Commons Attribution Share-Alike,cc-by-sa,a73dc715-6e37-46fa-8743-48e5b7514829,hubuybuybuy,2014-06-25T15:41:44.633206,2014-06-25T15:41:51.100896,XML,http://demo.ckan.org/dataset/4460acfa-b48a-4880-b53c-08c0970c2975/resource/a73dc715-6e37-46fa-8743-48e5b7514829/download/app.jpg
4460acfa-b48a-4880-b53c-08c0970c2975,484985298289,Creative Commons Attribution Share-Alike,cc-by-sa,c30d9de1-476c-4b97-aef6-bcfe564dd9df,test2,2014-06-25T15:43:33.983439,2014-06-25T15:43:33.958000,XML,http://demo.ckan.org/dataset/4460acfa-b48a-4880-b53c-08c0970c2975/resource/c30d9de1-476c-4b97-aef6-bcfe564dd9df/download/565656.png
f2cf9d9d-40f9-4c7c-9dcf-67cc3468f82a,4th_feb_2,,,802dbdff-c008-4d36-a60c-9266b258c051,,2015-02-04T04:42:26.994945,2015-02-04T04:42:26.818417,XML,http://demo.ckan.org/dataset/test
69e91699-e336-474c-97c4-5303737a9711,526912a18d4c185cae805de0f5881ca9,,,c291173b-d4ff-423a-b803-f14eded4b0f2,hello3.csv,2014-11-27T08:40:40.502794,2014-11-27T08:40:53.648286,CSV,http://demo.ckan.org/dataset/69e91699-e336-474c-97c4-5303737a9711/resource/c291173b-d4ff-423a-b803-f14eded4b0f2/download/test
69e91699-e336-474c-97c4-5303737a9711,526912a18d4c185cae805de0f5881ca9,,,4d0f4306-ddb7-49ef-a3f1-a4643f9fab94,123.csv,2014-11-27T08:51:11.343356,2014-11-27T09:03:46.961503,CSV,http://demo.ckan.org/dataset/69e91699-e336-474c-97c4-5303737a9711/resource/4d0f4306-ddb7-49ef-a3f1-a4643f9fab94/download/test
69e91699-e336-474c-97c4-5303737a9711,526912a18d4c185cae805de0f5881ca9,,,08c9aa9e-06b9-4824-9e4a-f95d1cab33e2,.csv,2014-11-27T09:02:18.876023,2014-11-27T09:02:32.269277,CSV,http://demo.ckan.org/dataset/69e91699-e336-474c-97c4-5303737a9711/resource/08c9aa9e-06b9-4824-9e4a-f95d1cab33e2/download/test
69e91699-e336-474c-97c4-5303737a9711,526912a18d4c185cae805de0f5881ca9,,,d7d38890-c4df-4e38-b297-50bf8297d2df,123.csv,2014-11-27T09:03:06.659531,2014-11-27T09:03:22.064384,CSV,http://demo.ckan.org/dataset/69e91699-e336-474c-97c4-5303737a9711/resource/d7d38890-c4df-4e38-b297-50bf8297d2df/download/test
df62a7c6-d254-4b3f-8571-5de14593de4f,643dc4cbd516522c1ca5cd3d47ef1503,Creative Commons Attribution,cc-by,6c0cd76a-f950-444c-877d-0f4405d8b97e,,2014-12-10T06:18:24.007426,2014-12-10T07:25:34.486570,XML,http://demo.ckan.org/dataset/df62a7c6-d254-4b3f-8571-5de14593de4f/resource/6c0cd76a-f950-444c-877d-0f4405d8b97e/download/20141210152535.xml
df62a7c6-d254-4b3f-8571-5de14593de4f,643dc4cbd516522c1ca5cd3d47ef1503,Creative Commons Attribution,cc-by,60256119-9a63-4d27-854f-0848b677ac01,,2014-12-10T06:18:26.429582,2014-12-10T07:25:36.694954,JSON,http://demo.ckan.org/dataset/df62a7c6-d254-4b3f-8571-5de14593de4f/resource/60256119-9a63-4d27-854f-0848b677ac01/download/20141210152537.json
df62a7c6-d254-4b3f-8571-5de14593de4f,643dc4cbd516522c1ca5cd3d47ef1503,Creative Commons Attribution,cc-by,c779ec4a-26d7-4953-927f-221a001dc6e4,,2014-12-10T06:18:28.832507,2014-12-10T07:25:36.694954,CSV,http://demo.ckan.org/dataset/df62a7c6-d254-4b3f-8571-5de14593de4f/resource/c779ec4a-26d7-4953-927f-221a001dc6e4/download/20141210152539.csv
4362c777-c602-4281-a1ec-61899cba535d,69f83fb1776c92d5c205bc91c1f06dd0,,,9eb9f32c-a19f-4c9b-9a5f-7b0e19465c28,,2014-12-10T02:54:53.485752,2014-12-10T02:54:55.607846,XML,http://demo.ckan.org/dataset/4362c777-c602-4281-a1ec-61899cba535d/resource/9eb9f32c-a19f-4c9b-9a5f-7b0e19465c28/download/20141210105456.xml
4362c777-c602-4281-a1ec-61899cba535d,69f83fb1776c92d5c205bc91c1f06dd0,,,3132f341-0157-4c71-90e5-c55f0d5c6492,,2014-12-10T02:54:55.636588,2014-12-10T02:54:57.935188,JSON,http://demo.ckan.org/dataset/4362c777-c602-4281-a1ec-61899cba535d/resource/3132f341-0157-4c71-90e5-c55f0d5c6492/download/20141210105458.json
4362c777-c602-4281-a1ec-61899cba535d,69f83fb1776c92d5c205bc91c1f06dd0,,,288db0a0-5fb2-46ae-b17c-249a8d15856b,,2014-12-10T02:54:57.972084,2014-12-10T02:54:57.935188,CSV,http://demo.ckan.org/dataset/4362c777-c602-4281-a1ec-61899cba535d/resource/288db0a0-5fb2-46ae-b17c-249a8d15856b/download/20141210105500.csv
65d8f3e9-d536-4233-848c-fd5f58eae556,705-members,Creative Commons Non-Commercial (Any),cc-nc,b5a36304-4316-4b73-b14f-c597a8dd3b32,5 guys,2014-09-18T08:39:36.484016,2014-09-18T08:39:47.349598,plain text,http://demo.ckan.org/dataset/65d8f3e9-d536-4233-848c-fd5f58eae556/resource/b5a36304-4316-4b73-b14f-c597a8dd3b32/download/705members.txt
e8e59aed-618a-47a1-90bf-5cecab5f51ec,7342ead1d3d4ad260824456e4581e8ff,,,7df08110-2a1b-41d5-a1c3-17859de76a12,resource_20141127_165538,2014-11-27T08:55:43.616559,2014-11-27T08:55:58.018428,CSV,http://demo.ckan.org/dataset/e8e59aed-618a-47a1-90bf-5cecab5f51ec/resource/7df08110-2a1b-41d5-a1c3-17859de76a12/download/123.csv
28064b5b-ac27-49cb-9ae1-db8230fb7602,74598294165bcc3158d3d1dbc098bebc,,,a0a05f49-00d7-492c-a643-3856aee72c85,,2015-01-07T07:01:08.977109,2015-01-07T07:01:25.602492,CSV,http://demo.ckan.org/dataset/28064b5b-ac27-49cb-9ae1-db8230fb7602/resource/a0a05f49-00d7-492c-a643-3856aee72c85/download/20150107150127.csv
a3ee9666-ba84-42c3-9c01-11fb1bc0c30b,7be329f679d8d0db62f77945a03f36ed,,,c1a14580-b976-411c-a73f-71a915168074,resource_20141127_212728,2014-11-27T13:27:31.990591,2014-11-27T13:27:51.684070,CSV,http://demo.ckan.org/dataset/a3ee9666-ba84-42c3-9c01-11fb1bc0c30b/resource/c1a14580-b976-411c-a73f-71a915168074/download/123.csv
a3ee9666-ba84-42c3-9c01-11fb1bc0c30b,7be329f679d8d0db62f77945a03f36ed,,,dd18d2f0-2f74-4329-b41d-afb069f95b2a,resource_20141127_212728,2014-11-27T13:35:42.807282,2014-11-27T13:35:56.094062,CSV,http://demo.ckan.org/dataset/a3ee9666-ba84-42c3-9c01-11fb1bc0c30b/resource/dd18d2f0-2f74-4329-b41d-afb069f95b2a/download/123.csv
a3ee9666-ba84-42c3-9c01-11fb1bc0c30b,7be329f679d8d0db62f77945a03f36ed,,,887fd73f-9755-4a6d-be5a-c3fca6210439,resource_20141127_212728,2014-11-27T13:37:50.448169,2014-11-27T13:38:08.187176,CSV,http://demo.ckan.org/dataset/a3ee9666-ba84-42c3-9c01-11fb1bc0c30b/resource/887fd73f-9755-4a6d-be5a-c3fca6210439/download/123.csv
a3ee9666-ba84-42c3-9c01-11fb1bc0c30b,7be329f679d8d0db62f77945a03f36ed,,,1f0a84ce28ea2d63b54f95b64dd636f5,resource_20141127_212728,2014-11-28T02:01:15.714194,2014-11-28T02:01:31.228436,CSV,http://demo.ckan.org/dataset/a3ee9666-ba84-42c3-9c01-11fb1bc0c30b/resource/1f0a84ce28ea2d63b54f95b64dd636f5/download/123.csv
31ad8a7a-a409-4993-bbb2-beba958e10ef,899c0323-dbce-4b82-973a-1283e009f310,,,69095b07-8ba3-42ff-bf4b-d6f53ef70f84,Resource modificado: 20140919_131931,2014-09-19T12:19:30.030446,2014-09-19T12:19:33.124269,,http://www.google.com
ff17eea9-cf6f-451a-83e9-68b05ec6ec03,aaa,GNU Free Documentation License,gfdl,b75409f2-c5b7-4eb5-9a5c-ad3efa90e411,,2014-05-19T04:39:25.093014,2014-05-19T04:39:32.709308,,http://aaa
9094b8ee-ba5e-49dd-872c-94bb921ee85a,aaa1,Creative Commons Attribution,cc-by,1228b323-6d94-4692-b398-a1c8300d90f3,OctagonExcel.xls,2014-12-18T05:11:42.117186,2014-12-18T05:13:28.028328,,http://demo.ckan.org/dataset/9094b8ee-ba5e-49dd-872c-94bb921ee85a/resource/1228b323-6d94-4692-b398-a1c8300d90f3/download/octagonexcel.xls
537ef469-c108-4fa3-8f5c-13395857603c,aaaa, 0,cc-zero,799d12ff-3aa2-4a06-b82c-c5435801ddc9,aa,2014-05-20T00:48:16.348851,2014-05-20T00:48:16.315930,,http://example.jp/aa/
f0701e56-f429-4b07-a3c2-2bcd5cc03a6c,aaaaaaa,License Not Specified,notspecified,a5396b46-8a3e-40ee-8fcb-84222227ba4f,asa,2014-06-18T06:49:53.354631,2014-06-18T06:49:59.417495,,http://demo.ckan.org/dataset/f0701e56-f429-4b07-a3c2-2bcd5cc03a6c/resource/a5396b46-8a3e-40ee-8fcb-84222227ba4f/download/.txt
10500352-9fd2-471c-87be-7af62a05c13b,aaaaaaaa,License Not Specified,notspecified,8a7a2c58-3a2b-4151-9afc-cebbcedc62c9,,2014-11-24T18:47:29.948333,2014-11-24T18:47:29.892128,,javascript:alert(document.cookie)
43306f7e-3c54-4cba-82fa-e64360d14894,aaaasdasdasdasd,License Not Specified,notspecified,201c037e-95dd-402d-ac76-bc24feb33394,name,2014-06-29T21:10:51.459182,2014-06-30T12:38:39.176176,TXT,http://demo.ckan.org/dataset/43306f7e-3c54-4cba-82fa-e64360d14894/resource/201c037e-95dd-402d-ac76-bc24feb33394/download/novodocumentodetexto.txt
43306f7e-3c54-4cba-82fa-e64360d14894,aaaasdasdasdasd,License Not Specified,notspecified,18de5a2b-3af9-4469-82a9-603fce343308,,2014-06-29T21:11:26.115740,2014-06-29T21:11:42.392111,,http://demo.ckan.org/dataset/43306f7e-3c54-4cba-82fa-e64360d14894/resource/18de5a2b-3af9-4469-82a9-603fce343308/download/wifiauditor.jar
43306f7e-3c54-4cba-82fa-e64360d14894,aaaasdasdasdasd,License Not Specified,notspecified,6c112f59-9b20-41c3-96e2-a37dac85447c,,2014-07-28T13:04:40.551118,2014-07-28T13:04:49.618466,XLS,http://demo.ckan.org/dataset/43306f7e-3c54-4cba-82fa-e64360d14894/resource/6c112f59-9b20-41c3-96e2-a37dac85447c/download/calcmediacurso.xls
43306f7e-3c54-4cba-82fa-e64360d14894,aaaasdasdasdasd,License Not Specified,notspecified,4a5275ea-af64-472e-8afb-eea64a18a4d1,calc,2014-07-31T10:06:15.139599,2014-08-04T09:43:23.973458,XLS,http://demo.ckan.org/dataset/43306f7e-3c54-4cba-82fa-e64360d14894/resource/4a5275ea-af64-472e-8afb-eea64a18a4d1/download/duvidaurgente.txt
43306f7e-3c54-4cba-82fa-e64360d14894,aaaasdasdasdasd,License Not Specified,notspecified,9bd8bc32-853d-44b1-bf8f-e864e9a10a06,calc link,2014-07-31T11:07:20.674542,2014-07-31T15:50:23.429383,XLS,http://demo.ckan.org/dataset/43306f7e-3c54-4cba-82fa-e64360d14894/resource/9bd8bc32-853d-44b1-bf8f-e864e9a10a06/download/simulacaodeportagens.xls
66252b7d-c99c-43a1-8b5e-f018ddcb5186,aaaax,License Not Specified,notspecified,0367e9c5-7281-4451-b8db-ea1331d5d28a,,2014-07-24T16:57:44.030954,2014-07-24T16:57:58.148394,,http://demo.ckan.org/dataset/66252b7d-c99c-43a1-8b5e-f018ddcb5186/resource/0367e9c5-7281-4451-b8db-ea1331d5d28a/download/sasa.txt
413aa5d2-a6f5-44f4-a7e6-0c0108ac91e6,aarontests,Creative Commons Non-Commercial (Any),cc-nc,1f3b85ea-3005-4f5d-baab-99ca90080fa1,text file but with ttt extension,2014-06-26T22:38:35.641536,2014-06-26T22:41:01.926126,ttt,http://demo.ckan.org/dataset/413aa5d2-a6f5-44f4-a7e6-0c0108ac91e6/resource/1f3b85ea-3005-4f5d-baab-99ca90080fa1/download/testtextfile.ttt
413aa5d2-a6f5-44f4-a7e6-0c0108ac91e6,aarontests,Creative Commons Non-Commercial (Any),cc-nc,6e505cac-7886-4c61-b317-9d539bfafe68,json file test,2014-06-26T22:47:19.026503,2014-06-26T22:47:18.998540,JSON,http://demo.ckan.org/dataset/413aa5d2-a6f5-44f4-a7e6-0c0108ac91e6/resource/6e505cac-7886-4c61-b317-9d539bfafe68/download/defaultckanlicenses.json
56821759-6819-4095-a741-796d95d332bc,abcd1,Creative Commons Non-Commercial (Any),cc-nc,1215b22b-7bc9-4b65-96dd-fb7b48e9bdd5,Y1,2015-02-25T17:57:42.343753,2015-02-25T17:57:42.302339,,http://yahoo.com
56821759-6819-4095-a741-796d95d332bc,abcd1,Creative Commons Non-Commercial (Any),cc-nc,d5a659bc-652f-4089-8485-59433c04624f,Y2,2015-02-25T17:58:15.700693,2015-02-25T17:58:15.675606,,http://yahoo.com
84168088-d96a-4364-b220-d90e231f5857,abctest,License Not Specified,notspecified,7dc6842e-d1df-4894-bc5e-76c7152369b9,,2014-06-26T07:59:24.056866,2014-06-26T07:59:36.581447,CSV,http://demo.ckan.org/dataset/84168088-d96a-4364-b220-d90e231f5857/resource/7dc6842e-d1df-4894-bc5e-76c7152369b9/download/test.csv
84168088-d96a-4364-b220-d90e231f5857,abctest,License Not Specified,notspecified,36f33846-cb43-438e-95fd-f518104a32ed,retest,2014-06-26T08:00:12.777160,2014-06-26T08:00:25.338481,CSV,http://demo.ckan.org/dataset/84168088-d96a-4364-b220-d90e231f5857/resource/36f33846-cb43-438e-95fd-f518104a32ed/download/test.zip
b072ed8e-52fb-40ad-91cd-cc08f9de6152,abstract-demo,License Not Specified,notspecified,4609a518-f9ae-44f6-90e2-8a93f6209a85,November 14 2014,2014-11-14T10:11:00.438077,2014-11-14T10:11:14.910506,,http://demo.ckan.org/dataset/b072ed8e-52fb-40ad-91cd-cc08f9de6152/resource/4609a518-f9ae-44f6-90e2-8a93f6209a85/download/128702013article1438.xml
25097a46-e72f-4948-8ee9-18c4bc9f57eb,accented-dataset,License Not Specified,notspecified,f97a31dd-8d1e-4ab5-9b13-2e8b772b75f6,,2014-04-25T03:15:05.994123,2014-04-25T03:15:05.970954,,http://google.com
fc9acc75-16d9-4dbb-95a6-397bb28aaffe,accented-dataset-not,License Not Specified,notspecified,50866a28-62a7-4d01-b524-61e49ee1b5e4,,2014-04-25T03:15:41.698986,2014-04-25T03:15:43.628937,,http://   http://www.google.com    
a876f454-a69b-4af3-a313-b34d134d5ff5,accident,License Not Specified,notspecified,a54221de-f8d6-4537-858a-f945e3c5d2e5, ,2014-12-24T03:56:33.372038,2014-12-24T03:56:41.079546,CSV,http://demo.ckan.org/dataset/a876f454-a69b-4af3-a313-b34d134d5ff5/resource/a54221de-f8d6-4537-858a-f945e3c5d2e5/download/accident.csv
27d24154-006e-4853-ae57-e566357b214b,acqua,License Not Specified,notspecified,f87fb77f-e66f-4ec8-8624-008ef70c3b9c,PM10,2014-05-22T12:31:10.405716,2014-05-22T12:31:12.603587,,http://demo.ckan.org/dataset/27d24154-006e-4853-ae57-e566357b214b/resource/f87fb77f-e66f-4ec8-8624-008ef70c3b9c/download/en.atm.pm10.mc.m3indicatorencsvv2.csv
27d24154-006e-4853-ae57-e566357b214b,acqua,License Not Specified,notspecified,56c44bdf-775f-4b60-acb3-98985facc56e,PM10,2014-05-22T12:31:12.629377,2014-05-22T12:31:21.585747,,http://demo.ckan.org/dataset/27d24154-006e-4853-ae57-e566357b214b/resource/56c44bdf-775f-4b60-acb3-98985facc56e/download/en.atm.pm10.mc.m3indicatorencsvv2.csv
4702db24-dff1-4f40-8787-d910c6c936bb,acs_org_a_room,,,acfaaff2-c634-414a-8da9-646aa1395f1d,manual:acs_Room_1-org_a,2015-01-02T09:03:45.802040,2015-01-02T09:03:45.779176,,http://localhost:1026/ngsi10/contextEntitites/manual:acs_Room_1
8a6d3fed-89df-4ae9-b706-9555067714aa,acs_santander_sound_level_meter,,,7a68575b-dc87-40ad-830e-a6f81476a59a,urn:smartsantander:testbed:350-santander:soundacc,2015-01-02T09:07:02.068114,2015-01-02T09:07:02.023391,,http://localhost:1026/ngsi10/contextEntitites/urn:smartsantander:testbed:350
8a6d3fed-89df-4ae9-b706-9555067714aa,acs_santander_sound_level_meter,,,c7eff90e-9230-4226-8114-9623de17f44a,urn:smartsantander:testbed:498-santander:soundacc,2015-01-02T09:07:03.914907,2015-01-02T09:07:03.885073,,http://localhost:1026/ngsi10/contextEntitites/urn:smartsantander:testbed:498
8a6d3fed-89df-4ae9-b706-9555067714aa,acs_santander_sound_level_meter,,,9815dd34-d5e2-4943-845e-d36022dc8f97,urn:smartsantander:testbed:486-santander:soundacc,2015-01-02T09:07:08.216898,2015-01-02T09:07:08.173568,,http://localhost:1026/ngsi10/contextEntitites/urn:smartsantander:testbed:486
8a6d3fed-89df-4ae9-b706-9555067714aa,acs_santander_sound_level_meter,,,37165f42-1b5b-44c3-ae48-d2b61a497221,urn:smartsantander:testbed:362-santander:soundacc,2015-01-02T09:07:10.288191,2015-01-02T09:07:10.260044,,http://localhost:1026/ngsi10/contextEntitites/urn:smartsantander:testbed:362
8a6d3fed-89df-4ae9-b706-9555067714aa,acs_santander_sound_level_meter,,,7e55b522-4c3a-4c7d-9d82-11faafa9a55f,urn:smartsantander:testbed:483-santander:soundacc,2015-01-02T09:07:12.791880,2015-01-02T09:07:12.760673,,http://localhost:1026/ngsi10/contextEntitites/urn:smartsantander:testbed:483
8a6d3fed-89df-4ae9-b706-9555067714aa,acs_santander_sound_level_meter,,,52ae01a5-1ec7-4784-89af-909821618394,urn:smartsantander:testbed:511-santander:soundacc,2015-01-02T09:07:16.726605,2015-01-02T09:07:16.663449,,http://localhost:1026/ngsi10/contextEntitites/urn:smartsantander:testbed:511
8a6d3fed-89df-4ae9-b706-9555067714aa,acs_santander_sound_level_meter,,,0b928e85-b00c-46b4-af58-c8b21cd263f7,urn:smartsantander:testbed:481-santander:soundacc,2015-01-02T09:07:19.828260,2015-01-02T09:07:19.795690,,http://localhost:1026/ngsi10/contextEntitites/urn:smartsantander:testbed:481
8a6d3fed-89df-4ae9-b706-9555067714aa,acs_santander_sound_level_meter,,,9b56dd3e-bd2b-4320-b120-5d77720e2828,urn:smartsantander:testbed:431-santander:soundacc,2015-01-02T09:07:21.862392,2015-01-02T09:07:21.827047,,http://localhost:1026/ngsi10/contextEntitites/urn:smartsantander:testbed:431
8a6d3fed-89df-4ae9-b706-9555067714aa,acs_santander_sound_level_meter,,,f35ed0ed-0e1b-40fc-ac52-12f7395d0a02,urn:smartsantander:testbed:522-santander:soundacc,2015-01-02T09:07:25.072139,2015-01-02T09:07:25.034984,,http://localhost:1026/ngsi10/contextEntitites/urn:smartsantander:testbed:522
8a6d3fed-89df-4ae9-b706-9555067714aa,acs_santander_sound_level_meter,,,038275d0-ff6a-4f51-b302-26a60cb256f5,urn:smartsantander:testbed:357-santander:soundacc,2015-01-02T09:07:27.198753,2015-01-02T09:07:27.162017,,http://localhost:1026/ngsi10/contextEntitites/urn:smartsantander:testbed:357
329b4c83-afd0-4672-ab2d-ace6c798af64,a-datapusher-test,License Not Specified,notspecified,b7b57878-414a-458e-b229-f847d9afd8ca,Test.csv,2014-12-30T16:41:03.415778,2014-12-30T16:41:09.877164,CSV,http://demo.ckan.org/dataset/329b4c83-afd0-4672-ab2d-ace6c798af64/resource/b7b57878-414a-458e-b229-f847d9afd8ca/download/pvw010.xls
329b4c83-afd0-4672-ab2d-ace6c798af64,a-datapusher-test,License Not Specified,notspecified,9c0b86df-5e5a-4000-956b-049ce2e7820b,markup.txt,2014-12-30T16:43:09.014459,2014-12-30T16:44:45.820961,TXT,http://demo.ckan.org/dataset/329b4c83-afd0-4672-ab2d-ace6c798af64/resource/9c0b86df-5e5a-4000-956b-049ce2e7820b/download/markupsample.txt
329b4c83-afd0-4672-ab2d-ace6c798af64,a-datapusher-test,License Not Specified,notspecified,8e91ca71-bd00-4108-919c-dea7304a9e19,json test,2014-12-31T10:19:15.552139,2014-12-31T10:19:34.054008,JSON,http://demo.ckan.org/dataset/329b4c83-afd0-4672-ab2d-ace6c798af64/resource/8e91ca71-bd00-4108-919c-dea7304a9e19/download/ebolacases1st5records.json
683ef9aa-71d3-46db-aeb7-2350176ad584,a-descriptive-title,License Not Specified,notspecified,4584f3fb-9602-4f3a-a325-e08f12f53af8,,2014-12-16T05:41:17.286715,2014-12-16T05:41:21.090331,,http://demo.ckan.org/dataset/683ef9aa-71d3-46db-aeb7-2350176ad584/resource/4584f3fb-9602-4f3a-a325-e08f12f53af8/download/appletouchicon.png
015e0233-1f01-4439-98b5-cc9c5170282e,adur_district_spending,License Not Specified,notspecified,04127ad5-77e5-4a08-9f40-12d3c383e460,,2014-04-21T08:01:41.579322,2014-05-08T10:09:58.946797,CSV,http://mk.ucant.org/info/data/adur.csv
015e0233-1f01-4439-98b5-cc9c5170282e,adur_district_spending,License Not Specified,notspecified,281dffa6-ea9b-4446-be41-05dced06591f,,2014-04-21T08:01:41.579275,2014-05-08T10:09:58.946797,CSV,http://ckan.net/storage/f/file/3ffdcd42-5c63-4089-84dd-c23876259973
015e0233-1f01-4439-98b5-cc9c5170282e,adur_district_spending,License Not Specified,notspecified,6cce3936-b169-4d12-82ba-65fcb79734a0,,2014-04-21T08:01:41.579310,2014-05-08T10:09:58.946797,JSON,http://ckan.net/storage/f/file/c8ce520c-c2e6-463a-99a3-ad24b023ccb4
015e0233-1f01-4439-98b5-cc9c5170282e,adur_district_spending,License Not Specified,notspecified,f1d75078-e024-4540-84e2-e30bdc4b8be0,example,2014-07-28T20:09:04.923894,2014-07-28T20:09:04.864795,HTML,http://dot.com
816deefa-3360-4f23-aea2-33e8c11feded,advanced-country-analysis-and-forecast-country-report-indonesia,License Not Specified,notspecified,fce185d4-b588-4065-a53c-bcb177045a96,Advanced-Country-Analysis-and-Forecast-Country-Report-Indonesia.pdf,2014-09-12T04:41:33.966884,2014-09-12T04:43:38.191099,PDF,http://demo.ckan.org/dataset/816deefa-3360-4f23-aea2-33e8c11feded/resource/fce185d4-b588-4065-a53c-bcb177045a96/download/advancedcountryanalysisandforecastcountryreportindonesia.pdf
